country,agency,date,rating,rating_numeric,outlook,action,source,available_date
Portugal,Moody's,2012-02-13,Ba3,13,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-02-13
Portugal,Moody's,2013-03-27,Ba3,13,Negative,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-03-27
Portugal,Moody's,2013-11-08,Ba3,13,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-11-08
Portugal,Moody's,2014-05-09,Ba2,12,Under Review,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-05-09
Portugal,Moody's,2014-07-25,Ba1,11,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-07-25
Portugal,Moody's,2017-09-01,Ba1,11,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2017-09-01
Portugal,Moody's,2018-10-12,Baa3,10,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-10-12
Portugal,Moody's,2019-08-09,Baa3,10,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-08-09
Portugal,Moody's,2021-09-17,Baa2,9,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2021-09-17
Portugal,Moody's,2023-05-19,Baa2,9,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2023-05-19
Portugal,Moody's,2023-11-17,A3,7,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2023-11-17
Portugal,Moody's,2025-11-14,A3,7,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2025-11-14
Portugal,S&P,1989-06-01,A,6,Positive,initial,theglobaleconomy.com (month-precision),1989-06-01
Portugal,S&P,1991-10-01,A+,5,Stable,upgrade,theglobaleconomy.com (month-precision),1991-10-01
Portugal,S&P,1993-05-01,AA-,4,Stable,upgrade,theglobaleconomy.com (month-precision),1993-05-01
Portugal,S&P,1997-10-01,AA-,4,Positive,outlook_change,theglobaleconomy.com (month-precision),1997-10-01
Portugal,S&P,1998-05-01,AA-,4,Positive,affirm,theglobaleconomy.com (month-precision),1998-05-01
Portugal,S&P,1998-12-01,AA,3,Stable,upgrade,theglobaleconomy.com (month-precision),1998-12-01
Portugal,S&P,2004-10-01,AA,3,Negative,outlook_change,theglobaleconomy.com (month-precision),2004-10-01
Portugal,S&P,2005-06-01,AA-,4,Stable,downgrade,theglobaleconomy.com (month-precision),2005-06-01
Portugal,S&P,2005-11-01,AA-,4,Stable,affirm,theglobaleconomy.com (month-precision),2005-11-01
Portugal,S&P,2009-01-01,A+,5,Stable,downgrade,theglobaleconomy.com (month-precision),2009-01-01
Portugal,S&P,2009-01-01,AA-,4,Negative watch,upgrade,theglobaleconomy.com (month-precision),2009-01-01
Portugal,S&P,2009-12-01,A+,5,Negative,downgrade,theglobaleconomy.com (month-precision),2009-12-01
Portugal,S&P,2010-04-01,A-,7,Negative,downgrade,theglobaleconomy.com (month-precision),2010-04-01
Portugal,S&P,2010-11-01,A-,7,Negative watch,outlook_change,theglobaleconomy.com (month-precision),2010-11-01
Portugal,S&P,2011-03-01,BBB,9,Negative watch,downgrade,theglobaleconomy.com (month-precision),2011-03-01
Portugal,S&P,2011-03-29,BBB-,10,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2011-03-29
Portugal,S&P,2011-12-05,BBB-,10,Negative watch,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2011-12-05
Portugal,S&P,2012-01-13,BB,12,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-01-13
Portugal,S&P,2013-03-06,BB,12,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-03-06
Portugal,S&P,2013-07-01,BB,12,Negative,outlook_change,theglobaleconomy.com (month-precision),2013-07-01
Portugal,S&P,2013-09-18,BB,12,Negative watch,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-09-18
Portugal,S&P,2014-01-17,BB,12,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-01-17
Portugal,S&P,2014-05-09,BB,12,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-05-09
Portugal,S&P,2015-03-20,BB,12,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2015-03-20
Portugal,S&P,2015-09-18,BB+,11,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2015-09-18
Portugal,S&P,2017-09-15,BBB-,10,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2017-09-15
Portugal,S&P,2018-09-14,BBB-,10,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-09-14
Portugal,S&P,2019-03-15,BBB,9,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-03-15
Portugal,S&P,2019-09-13,BBB,9,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-09-13
Portugal,S&P,2020-04-24,BBB,9,Stable,outlook_change,countryeconomy.com,2020-04-24
Portugal,S&P,2022-09-09,BBB+,8,Stable,upgrade,countryeconomy.com,2022-09-09
Portugal,S&P,2023-09-08,BBB+,8,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2023-09-08
Portugal,S&P,2024-03-01,A-,7,Positive,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2024-03-01
Portugal,S&P,2025-02-01,A,6,Positive,upgrade,theglobaleconomy.com (month-precision),2025-02-01
Portugal,S&P,2025-08-29,A+,5,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2025-08-29
Portugal,S&P,2026-02-27,A+,5,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2026-02-27
Sri_Lanka,Fitch,2005-12-08,BB-,13,Stable,initial,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2005-12-08
Sri_Lanka,Fitch,2006-04-27,BB-,13,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2006-04-27
Sri_Lanka,Fitch,2008-04-02,B+,14,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2008-04-02
Sri_Lanka,Fitch,2009-02-27,B+,14,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2009-02-27
Sri_Lanka,Fitch,2009-10-09,B+,14,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2009-10-09
Sri_Lanka,Fitch,2010-09-21,B+,14,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2010-09-21
Sri_Lanka,Fitch,2011-07-18,BB-,13,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2011-07-18
Sri_Lanka,Fitch,2011-07-22,BB-,13,Stable,affirm,countryeconomy.com,2011-07-22
Sri_Lanka,Fitch,2011-10-28,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2011-10-28
Sri_Lanka,Fitch,2012-01-11,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-01-11
Sri_Lanka,Fitch,2012-05-04,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-05-04
Sri_Lanka,Fitch,2012-05-22,BB-,13,Stable,affirm,countryeconomy.com,2012-05-22
Sri_Lanka,Fitch,2012-07-18,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-07-18
Sri_Lanka,Fitch,2012-08-17,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-08-17
Sri_Lanka,Fitch,2013-03-07,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-03-07
Sri_Lanka,Fitch,2013-06-07,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-06-07
Sri_Lanka,Fitch,2013-06-24,BB-,13,Stable,affirm,countryeconomy.com,2013-06-24
Sri_Lanka,Fitch,2013-07-15,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-07-15
Sri_Lanka,Fitch,2013-07-29,BB-,13,Stable,affirm,countryeconomy.com,2013-07-29
Sri_Lanka,Fitch,2013-08-30,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-08-30
Sri_Lanka,Fitch,2013-10-01,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-10-01
Sri_Lanka,Fitch,2013-10-14,BB-,13,Stable,affirm,countryeconomy.com,2013-10-14
Sri_Lanka,Fitch,2013-10-25,BB-,13,Stable,affirm,countryeconomy.com,2013-10-25
Sri_Lanka,Fitch,2013-11-29,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-11-29
Sri_Lanka,Fitch,2013-12-05,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-12-05
Sri_Lanka,Fitch,2013-12-13,BB-,13,Stable,affirm,countryeconomy.com,2013-12-13
Sri_Lanka,Fitch,2013-12-27,BB-,13,Stable,affirm,countryeconomy.com,2013-12-27
Sri_Lanka,Fitch,2014-01-16,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-01-16
Sri_Lanka,Fitch,2014-01-24,BB-,13,Stable,affirm,countryeconomy.com,2014-01-24
Sri_Lanka,Fitch,2014-01-31,BB-,13,Stable,affirm,countryeconomy.com,2014-01-31
Sri_Lanka,Fitch,2014-03-05,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-03-05
Sri_Lanka,Fitch,2014-03-28,BB-,13,Stable,affirm,countryeconomy.com,2014-03-28
Sri_Lanka,Fitch,2014-04-02,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-04-02
Sri_Lanka,Fitch,2014-04-11,BB-,13,Stable,affirm,countryeconomy.com,2014-04-11
Sri_Lanka,Fitch,2014-04-14,BB-,13,Stable,affirm,countryeconomy.com,2014-04-14
Sri_Lanka,Fitch,2014-04-29,BB-,13,Stable,affirm,countryeconomy.com,2014-04-29
Sri_Lanka,Fitch,2014-05-09,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-05-09
Sri_Lanka,Fitch,2014-05-30,BB-,13,Stable,affirm,countryeconomy.com,2014-05-30
Sri_Lanka,Fitch,2014-06-06,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-06-06
Sri_Lanka,Fitch,2014-06-12,BB-,13,Stable,affirm,countryeconomy.com,2014-06-12
Sri_Lanka,Fitch,2014-06-26,BB-,13,Stable,affirm,countryeconomy.com,2014-06-26
Sri_Lanka,Fitch,2014-07-18,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-07-18
Sri_Lanka,Fitch,2014-07-25,BB-,13,Stable,affirm,countryeconomy.com,2014-07-25
Sri_Lanka,Fitch,2014-08-07,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-08-07
Sri_Lanka,Fitch,2014-08-13,BB-,13,Stable,affirm,countryeconomy.com,2014-08-13
Sri_Lanka,Fitch,2014-08-29,BB-,13,Stable,affirm,countryeconomy.com,2014-08-29
Sri_Lanka,Fitch,2014-09-09,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-09-09
Sri_Lanka,Fitch,2014-09-19,BB-,13,Stable,affirm,countryeconomy.com,2014-09-19
Sri_Lanka,Fitch,2014-09-23,BB-,13,Stable,affirm,countryeconomy.com,2014-09-23
Sri_Lanka,Fitch,2014-09-30,BB-,13,Stable,affirm,countryeconomy.com,2014-09-30
Sri_Lanka,Fitch,2015-04-22,BB-,13,,affirm,countryeconomy.com,2015-04-22
Sri_Lanka,Fitch,2016-02-29,B+,14,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-02-29
Sri_Lanka,Fitch,2016-07-22,B+,14,Negative,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-07-22
Sri_Lanka,Fitch,2017-02-09,B+,14,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2017-02-09
Sri_Lanka,Fitch,2018-02-06,B+,14,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-02-06
Sri_Lanka,Fitch,2018-12-03,B,15,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-12-03
Sri_Lanka,Fitch,2019-03-01,B,15,Stable,affirm,theglobaleconomy.com (month-precision),2019-03-01
Sri_Lanka,Fitch,2019-06-01,B,15,Stable,affirm,theglobaleconomy.com (month-precision),2019-06-01
Sri_Lanka,Fitch,2019-09-27,B,15,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-09-27
Sri_Lanka,Fitch,2019-12-18,B,15,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-12-18
Sri_Lanka,Fitch,2020-04-24,B-,16,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2020-04-24
Sri_Lanka,Fitch,2020-11-27,CCC,18,,downgrade,countryeconomy.com,2020-11-27
Sri_Lanka,Fitch,2020-12-01,CCC,18,NR,outlook_change,theglobaleconomy.com (month-precision),2020-12-01
Sri_Lanka,Fitch,2021-06-01,CCC,18,NR,affirm,theglobaleconomy.com (month-precision),2021-06-01
Sri_Lanka,Fitch,2021-12-17,CC,20,,downgrade,countryeconomy.com,2021-12-17
Sri_Lanka,Fitch,2022-04-13,C,21,,downgrade,countryeconomy.com,2022-04-13
Sri_Lanka,Fitch,2022-05-19,RD,22,,downgrade,countryeconomy.com (default designation; theglobaleconomy.com omits this event),2022-05-19
Sri_Lanka,Fitch,2024-12-01,CCC,18,NR,upgrade,theglobaleconomy.com (month-precision),2024-12-01
Sri_Lanka,Fitch,2025-10-01,CCC+,17,NR,upgrade,theglobaleconomy.com (month-precision),2025-10-01
Sri_Lanka,Moody's,2010-09-22,B1,14,Stable,initial,countryeconomy.com,2010-09-22
Sri_Lanka,Moody's,2010-10-04,B1,14,,affirm,countryeconomy.com,2010-10-04
Sri_Lanka,Moody's,2011-07-18,B1,14,Positive,outlook_change,countryeconomy.com,2011-07-18
Sri_Lanka,Moody's,2011-07-21,B1,14,,affirm,countryeconomy.com (provisional rating),2011-07-21
Sri_Lanka,Moody's,2012-07-17,B1,14,,affirm,countryeconomy.com (provisional rating),2012-07-17
Sri_Lanka,Moody's,2013-07-02,B1,14,Stable,outlook_change,countryeconomy.com,2013-07-02
Sri_Lanka,Moody's,2014-01-06,B1,14,,affirm,countryeconomy.com (provisional rating),2014-01-06
Sri_Lanka,Moody's,2014-04-07,B1,14,,affirm,countryeconomy.com (provisional rating),2014-04-07
Sri_Lanka,Moody's,2015-05-28,B1,14,,affirm,countryeconomy.com (provisional rating),2015-05-28
Sri_Lanka,Moody's,2015-10-28,B1,14,,affirm,countryeconomy.com (provisional rating),2015-10-28
Sri_Lanka,Moody's,2016-06-20,B1,14,Negative,outlook_change,countryeconomy.com,2016-06-20
Sri_Lanka,Moody's,2016-07-11,B1,14,,affirm,countryeconomy.com (provisional rating),2016-07-11
Sri_Lanka,Moody's,2017-12-12,B1,14,Negative,affirm,countryeconomy.com,2017-12-12
Sri_Lanka,Moody's,2018-07-26,B1,14,Negative,affirm,countryeconomy.com,2018-07-26
Sri_Lanka,Moody's,2018-11-20,B2,15,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-11-20
Sri_Lanka,Moody's,2019-03-01,B2,15,Stable,affirm,theglobaleconomy.com (month-precision),2019-03-01
Sri_Lanka,Moody's,2020-04-17,B2,15,Under Review,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2020-04-17
Sri_Lanka,Moody's,2020-09-28,Caa1,17,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2020-09-28
Sri_Lanka,Moody's,2021-07-19,Caa1,17,Under Review,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2021-07-19
Sri_Lanka,Moody's,2021-10-28,Caa2,18,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2021-10-28
Sri_Lanka,Moody's,2022-04-18,Ca,20,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2022-04-18
Sri_Lanka,Moody's,2024-11-28,Ca,20,Under Review,outlook_change,countryeconomy.com,2024-11-28
Sri_Lanka,Moody's,2024-12-23,Caa1,17,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2024-12-23
Sri_Lanka,S&P,2005-12-01,B+,14,Stable,initial,theglobaleconomy.com (month-precision),2005-12-01
Sri_Lanka,S&P,2006-04-01,B+,14,Stable,affirm,theglobaleconomy.com (month-precision),2006-04-01
Sri_Lanka,S&P,2006-04-01,B+,14,Negative,outlook_change,theglobaleconomy.com (month-precision),2006-04-01
Sri_Lanka,S&P,2007-01-23,A,6,,upgrade,countryeconomy.com,2007-01-23
Sri_Lanka,S&P,2007-08-01,B+,14,Stable,downgrade,theglobaleconomy.com (month-precision),2007-08-01
Sri_Lanka,S&P,2008-02-01,B+,14,Negative,outlook_change,theglobaleconomy.com (month-precision),2008-02-01
Sri_Lanka,S&P,2008-12-01,B,15,Stable,downgrade,theglobaleconomy.com (month-precision),2008-12-01
Sri_Lanka,S&P,2009-05-01,B,15,Negative,outlook_change,theglobaleconomy.com (month-precision),2009-05-01
Sri_Lanka,S&P,2009-08-01,B,15,Stable,outlook_change,theglobaleconomy.com (month-precision),2009-08-01
Sri_Lanka,S&P,2009-10-01,B,15,Positive,outlook_change,theglobaleconomy.com (month-precision),2009-10-01
Sri_Lanka,S&P,2010-09-14,B+,14,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2010-09-14
Sri_Lanka,S&P,2011-07-19,B+,14,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2011-07-19
Sri_Lanka,S&P,2011-07-20,B+,14,Negative,outlook_change,countryeconomy.com,2011-07-20
Sri_Lanka,S&P,2012-02-29,B+,14,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-02-29
Sri_Lanka,S&P,2016-03-10,B+,14,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-03-10
Sri_Lanka,S&P,2017-11-20,B+,14,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2017-11-20
Sri_Lanka,S&P,2018-12-04,B,15,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-12-04
Sri_Lanka,S&P,2019-03-01,B,15,NR,outlook_change,theglobaleconomy.com (month-precision),2019-03-01
Sri_Lanka,S&P,2019-06-01,B,15,Developing,outlook_change,theglobaleconomy.com (month-precision),2019-06-01
Sri_Lanka,S&P,2020-01-14,B,15,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2020-01-14
Sri_Lanka,S&P,2020-05-20,B-,16,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2020-05-20
Sri_Lanka,S&P,2020-12-11,CCC+,17,Stable,downgrade,countryeconomy.com,2020-12-11
Sri_Lanka,S&P,2022-01-12,CCC,18,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2022-01-12
Sri_Lanka,S&P,2022-04-13,CC,20,Negative,downgrade,countryeconomy.com,2022-04-13
Sri_Lanka,S&P,2022-04-25,SD,22,,downgrade,countryeconomy.com (default designation; theglobaleconomy.com omits this event),2022-04-25
Sri_Lanka,S&P,2025-09-19,CCC+,17,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2025-09-19
Turkey,Fitch,1994-08-10,B,15,,initial,countryeconomy.com,1994-08-10
Turkey,Fitch,1995-09-26,BB-,13,,upgrade,countryeconomy.com,1995-09-26
Turkey,Fitch,1995-10-26,BB-,13,,affirm,countryeconomy.com,1995-10-26
Turkey,Fitch,1996-07-29,BB-,13,Negative,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),1996-07-29
Turkey,Fitch,1996-12-20,B+,14,,downgrade,countryeconomy.com,1996-12-20
Turkey,Fitch,2000-04-10,B+,14,Positive,outlook_change,countryeconomy.com,2000-04-10
Turkey,Fitch,2000-04-27,BB-,13,,upgrade,countryeconomy.com,2000-04-27
Turkey,Fitch,2000-09-21,BB-,13,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2000-09-21
Turkey,Fitch,2001-02-22,BB-,13,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2001-02-22
Turkey,Fitch,2001-04-02,B+,14,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2001-04-02
Turkey,Fitch,2001-08-02,B,15,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2001-08-02
Turkey,Fitch,2002-02-05,B,15,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2002-02-05
Turkey,Fitch,2003-03-25,B-,16,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2003-03-25
Turkey,Fitch,2003-08-06,B-,16,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2003-08-06
Turkey,Fitch,2003-09-25,B,15,Positive,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2003-09-25
Turkey,Fitch,2004-02-09,B+,14,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2004-02-09
Turkey,Fitch,2004-08-25,B+,14,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2004-08-25
Turkey,Fitch,2005-01-13,BB-,13,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2005-01-13
Turkey,Fitch,2005-12-06,BB-,13,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2005-12-06
Turkey,Fitch,2007-05-09,BB-,13,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2007-05-09
Turkey,Fitch,2007-12-12,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2007-12-12
Turkey,Fitch,2009-10-27,BB-,13,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2009-10-27
Turkey,Fitch,2009-12-03,BB+,11,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2009-12-03
Turkey,Fitch,2010-11-24,BB+,11,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2010-11-24
Turkey,Fitch,2011-05-20,BB+,11,,affirm,countryeconomy.com,2011-05-20
Turkey,Fitch,2011-11-23,BB+,11,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2011-11-23
Turkey,Fitch,2011-12-20,BB+,11,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2011-12-20
Turkey,Fitch,2012-01-24,BB+,11,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-01-24
Turkey,Fitch,2012-02-24,BB+,11,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-02-24
Turkey,Fitch,2012-03-26,BB+,11,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-03-26
Turkey,Fitch,2012-08-01,BB+,11,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-08-01
Turkey,Fitch,2013-02-26,BBB-,10,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-02-26
Turkey,Fitch,2013-03-25,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-03-25
Turkey,Fitch,2013-05-01,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-05-01
Turkey,Fitch,2013-05-28,BBB-,10,Stable,affirm,countryeconomy.com,2013-05-28
Turkey,Fitch,2013-07-11,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-07-11
Turkey,Fitch,2013-08-30,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-08-30
Turkey,Fitch,2013-10-24,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-10-24
Turkey,Fitch,2013-11-28,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-11-28
Turkey,Fitch,2013-12-03,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-12-03
Turkey,Fitch,2014-01-02,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-01-02
Turkey,Fitch,2014-01-24,BBB-,10,Stable,affirm,countryeconomy.com,2014-01-24
Turkey,Fitch,2014-01-31,BBB-,10,Stable,affirm,countryeconomy.com,2014-01-31
Turkey,Fitch,2014-02-13,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-02-13
Turkey,Fitch,2014-02-17,BBB-,10,Stable,affirm,countryeconomy.com,2014-02-17
Turkey,Fitch,2014-03-05,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-03-05
Turkey,Fitch,2014-04-04,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-04-04
Turkey,Fitch,2014-04-10,BBB-,10,Stable,affirm,countryeconomy.com,2014-04-10
Turkey,Fitch,2014-05-28,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-05-28
Turkey,Fitch,2014-06-04,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-06-04
Turkey,Fitch,2014-06-27,BBB-,10,Stable,affirm,countryeconomy.com,2014-06-27
Turkey,Fitch,2014-07-31,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-07-31
Turkey,Fitch,2014-08-13,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-08-13
Turkey,Fitch,2014-10-03,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-10-03
Turkey,Fitch,2015-03-20,BBB-,10,,affirm,countryeconomy.com,2015-03-20
Turkey,Fitch,2015-09-18,BBB-,10,,affirm,countryeconomy.com,2015-09-18
Turkey,Fitch,2016-02-26,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-02-26
