country,agency,date,rating,rating_numeric,outlook,action,source,available_date
Turkey,Fitch,2016-07-22,BBB-,10,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-07-22
Turkey,Fitch,2016-08-19,BBB-,10,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-08-19
Turkey,Fitch,2017-01-27,BB+,11,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2017-01-27
Turkey,Fitch,2017-07-21,BB+,11,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2017-07-21
Turkey,Fitch,2018-01-19,BB+,11,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-01-19
Turkey,Fitch,2018-07-13,BB,12,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-07-13
Turkey,Fitch,2018-12-14,BB,12,Negative,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-12-14
Turkey,Fitch,2019-05-03,BB,12,Negative,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-05-03
Turkey,Fitch,2019-07-12,BB-,13,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-07-12
Turkey,Fitch,2019-11-01,BB-,13,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-11-01
Turkey,Fitch,2020-02-21,BB-,13,Stable,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2020-02-21
Turkey,Fitch,2020-08-01,BB-,13,Negative,outlook_change,theglobaleconomy.com (month-precision),2020-08-01
Turkey,Fitch,2021-02-01,BB-,13,Stable,outlook_change,theglobaleconomy.com (month-precision),2021-02-01
Turkey,Fitch,2021-08-01,BB-,13,Stable,affirm,theglobaleconomy.com (month-precision),2021-08-01
Turkey,Fitch,2021-12-01,BB-,13,Negative,outlook_change,theglobaleconomy.com (month-precision),2021-12-01
Turkey,Fitch,2022-02-11,B+,14,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2022-02-11
Turkey,Fitch,2022-07-08,B,15,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2022-07-08
Turkey,Fitch,2023-03-01,B,15,Negative,affirm,theglobaleconomy.com (month-precision),2023-03-01
Turkey,Fitch,2023-09-01,B,15,Stable,outlook_change,theglobaleconomy.com (month-precision),2023-09-01
Turkey,Fitch,2024-03-01,B+,14,Positive,upgrade,theglobaleconomy.com (month-precision),2024-03-01
Turkey,Fitch,2024-09-01,BB-,13,Stable,upgrade,theglobaleconomy.com (month-precision),2024-09-01
Turkey,Fitch,2025-01-01,BB-,13,Stable,affirm,theglobaleconomy.com (month-precision),2025-01-01
Turkey,Fitch,2025-07-01,BB-,13,Stable,affirm,theglobaleconomy.com (month-precision),2025-07-01
Turkey,Fitch,2026-01-01,BB-,13,Positive,outlook_change,theglobaleconomy.com (month-precision),2026-01-01
Turkey,Fitch,2026-04-01,BB-,13,Stable,outlook_change,theglobaleconomy.com (month-precision),2026-04-01
Turkey,Fitch,2026-07-01,BB-,13,Stable,affirm,theglobaleconomy.com (month-precision),2026-07-01
Turkey,Moody's,1992-05-05,Baa3,10,Stable,initial,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),1992-05-05
Turkey,Moody's,1994-01-13,Ba1,11,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),1994-01-13
Turkey,Moody's,1994-06-02,Ba3,13,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),1994-06-02
Turkey,Moody's,1997-01-01,Ba3,13,Negative watch,outlook_change,theglobaleconomy.com (month-precision),1997-01-01
Turkey,Moody's,1997-03-13,B1,14,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),1997-03-13
Turkey,Moody's,2000-07-01,B1,14,Positive watch,outlook_change,theglobaleconomy.com (month-precision),2000-07-01
Turkey,Moody's,2000-12-21,B1,14,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2000-12-21
Turkey,Moody's,2003-11-15,B1,14,Stable,affirm,countryeconomy.com,2003-11-15
Turkey,Moody's,2004-09-30,B1,14,Stable,affirm,countryeconomy.com,2004-09-30
Turkey,Moody's,2005-02-11,B1,14,Positive,outlook_change,"countryeconomy.com (conflict resolved: Moderate-good confidence, trajectory-inferred: dated bracketing points confirm Moody's held Turkey at Ba3 in Nov 1999 and at B1 by Nov 2008, consistent with a downgrade during/after Turkey's 2001 financial crisis persisting through the mid-2000s. No source found dated specifically to Feb 2005 -- inference from the surrounding trajectory, not a direct primary-source confirmation.)",2005-02-11
Turkey,Moody's,2005-12-14,Ba3,13,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2005-12-14
Turkey,Moody's,2009-09-18,Ba3,13,Positive,outlook_change,countryeconomy.com,2009-09-18
Turkey,Moody's,2010-01-08,Ba2,12,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2010-01-08
Turkey,Moody's,2010-10-05,Ba2,12,Positive,outlook_change,countryeconomy.com,2010-10-05
Turkey,Moody's,2012-06-20,Ba1,11,Positive,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-06-20
Turkey,Moody's,2013-05-16,Baa3,10,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-05-16
Turkey,Moody's,2014-04-11,Baa3,10,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-04-11
Turkey,Moody's,2015-12-04,Baa3,10,Negative,affirm,"countryeconomy.com (conflict resolved: High confidence, directly confirmed: multiple sources (Reuters/Business Standard, Sept 2016) confirm Moody's downgraded Turkey from Baa3 to Ba1 in September 2016, post-coup, explicitly from Baa3 -- inconsistent with GE's Ba3 claim for Dec 2015.)",2015-12-04
Turkey,Moody's,2016-07-18,Baa3,10,Under Review,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-07-18
Turkey,Moody's,2016-09-23,Ba1,11,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-09-23
Turkey,Moody's,2017-03-17,Ba1,11,Negative,outlook_change,countryeconomy.com,2017-03-17
Turkey,Moody's,2017-05-01,Ba1,11,Negative,affirm,theglobaleconomy.com (month-precision),2017-05-01
Turkey,Moody's,2018-03-07,Ba2,12,Stable,downgrade,countryeconomy.com,2018-03-07
Turkey,Moody's,2018-06-01,Ba2,12,Under Review,outlook_change,countryeconomy.com,2018-06-01
Turkey,Moody's,2018-08-17,Ba3,13,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-08-17
Turkey,Moody's,2019-06-14,B1,14,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2019-06-14
Turkey,Moody's,2020-09-11,B2,15,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2020-09-11
Turkey,Moody's,2021-12-03,B2,15,Negative,affirm,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2021-12-03
Turkey,Moody's,2022-08-12,B3,16,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2022-08-12
Turkey,Moody's,2024-01-12,B3,16,Positive,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2024-01-12
Turkey,Moody's,2024-07-19,B1,14,Positive,upgrade,countryeconomy.com,2024-07-19
Turkey,Moody's,2025-07-25,Ba3,13,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2025-07-25
Turkey,S&P,1992-05-01,BBB,9,Stable,initial,theglobaleconomy.com (month-precision),1992-05-01
Turkey,S&P,1993-05-01,BBB,9,Negative,outlook_change,theglobaleconomy.com (month-precision),1993-05-01
Turkey,S&P,1994-01-01,BBB-,10,Negative,downgrade,theglobaleconomy.com (month-precision),1994-01-01
Turkey,S&P,1994-04-01,B+,14,Negative watch,downgrade,theglobaleconomy.com (month-precision),1994-04-01
Turkey,S&P,1994-04-01,BB,12,Negative watch,upgrade,theglobaleconomy.com (month-precision),1994-04-01
Turkey,S&P,1994-08-01,B+,14,Stable,downgrade,theglobaleconomy.com (month-precision),1994-08-01
Turkey,S&P,1995-07-01,B+,14,Positive,outlook_change,theglobaleconomy.com (month-precision),1995-07-01
Turkey,S&P,1995-10-01,B+,14,Stable,outlook_change,theglobaleconomy.com (month-precision),1995-10-01
Turkey,S&P,1996-07-01,B+,14,Negative watch,outlook_change,theglobaleconomy.com (month-precision),1996-07-01
Turkey,S&P,1996-12-01,B,15,Stable,downgrade,theglobaleconomy.com (month-precision),1996-12-01
Turkey,S&P,1998-08-01,B,15,Positive,outlook_change,theglobaleconomy.com (month-precision),1998-08-01
Turkey,S&P,1999-01-01,B,15,Stable,outlook_change,theglobaleconomy.com (month-precision),1999-01-01
Turkey,S&P,1999-12-01,B,15,Positive,outlook_change,theglobaleconomy.com (month-precision),1999-12-01
Turkey,S&P,2000-04-01,B+,14,Positive,upgrade,theglobaleconomy.com (month-precision),2000-04-01
Turkey,S&P,2000-12-01,B+,14,Stable,outlook_change,theglobaleconomy.com (month-precision),2000-12-01
Turkey,S&P,2001-02-01,B+,14,Negative watch,outlook_change,theglobaleconomy.com (month-precision),2001-02-01
Turkey,S&P,2001-02-01,B,15,Negative watch,downgrade,theglobaleconomy.com (month-precision),2001-02-01
Turkey,S&P,2001-04-01,B-,16,Stable,downgrade,theglobaleconomy.com (month-precision),2001-04-01
Turkey,S&P,2001-04-01,B-,16,Negative watch,outlook_change,theglobaleconomy.com (month-precision),2001-04-01
Turkey,S&P,2001-07-01,B-,16,Negative,outlook_change,theglobaleconomy.com (month-precision),2001-07-01
Turkey,S&P,2001-11-01,B-,16,Stable,outlook_change,theglobaleconomy.com (month-precision),2001-11-01
Turkey,S&P,2002-01-01,B-,16,Positive,outlook_change,theglobaleconomy.com (month-precision),2002-01-01
Turkey,S&P,2002-06-01,B-,16,Stable,outlook_change,theglobaleconomy.com (month-precision),2002-06-01
Turkey,S&P,2002-07-01,B-,16,Negative,outlook_change,theglobaleconomy.com (month-precision),2002-07-01
Turkey,S&P,2002-11-01,B-,16,Stable,outlook_change,theglobaleconomy.com (month-precision),2002-11-01
Turkey,S&P,2003-07-01,B,15,Stable,upgrade,theglobaleconomy.com (month-precision),2003-07-01
Turkey,S&P,2003-10-01,B+,14,Stable,upgrade,theglobaleconomy.com (month-precision),2003-10-01
Turkey,S&P,2004-03-01,B+,14,Positive,outlook_change,theglobaleconomy.com (month-precision),2004-03-01
Turkey,S&P,2004-08-01,BB-,13,Stable,upgrade,theglobaleconomy.com (month-precision),2004-08-01
Turkey,S&P,2005-11-01,BB-,13,Stable,affirm,theglobaleconomy.com (month-precision),2005-11-01
Turkey,S&P,2006-01-01,BB-,13,Positive,outlook_change,theglobaleconomy.com (month-precision),2006-01-01
Turkey,S&P,2006-06-01,BB-,13,Stable,outlook_change,theglobaleconomy.com (month-precision),2006-06-01
Turkey,S&P,2008-04-01,BB-,13,Negative,outlook_change,theglobaleconomy.com (month-precision),2008-04-01
Turkey,S&P,2008-07-01,BB-,13,Stable,outlook_change,theglobaleconomy.com (month-precision),2008-07-01
Turkey,S&P,2008-11-01,BB-,13,Negative,outlook_change,theglobaleconomy.com (month-precision),2008-11-01
Turkey,S&P,2009-09-01,BB-,13,Stable,outlook_change,theglobaleconomy.com (month-precision),2009-09-01
Turkey,S&P,2010-02-19,BB,12,Positive,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2010-02-19
Turkey,S&P,2011-09-01,BB,12,Positive,affirm,theglobaleconomy.com (month-precision),2011-09-01
Turkey,S&P,2012-05-01,BB,12,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2012-05-01
Turkey,S&P,2013-03-27,BB+,11,Stable,upgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2013-03-27
Turkey,S&P,2014-02-07,BB+,11,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2014-02-07
Turkey,S&P,2015-05-01,BB+,11,Negative,affirm,theglobaleconomy.com (month-precision),2015-05-01
Turkey,S&P,2016-05-06,BB+,11,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-05-06
Turkey,S&P,2016-07-20,BB,12,Negative,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-07-20
Turkey,S&P,2016-11-04,BB,12,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2016-11-04
Turkey,S&P,2017-01-27,BB,12,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2017-01-27
Turkey,S&P,2018-05-01,BB-,13,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-05-01
Turkey,S&P,2018-08-17,B+,14,Stable,downgrade,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2018-08-17
Turkey,S&P,2021-12-10,B+,14,Negative,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2021-12-10
Turkey,S&P,2022-09-30,B,15,Stable,downgrade,countryeconomy.com,2022-09-30
Turkey,S&P,2023-03-31,B,15,Negative,outlook_change,countryeconomy.com,2023-03-31
Turkey,S&P,2023-09-29,B,15,Stable,outlook_change,countryeconomy.com (confirmed by theglobaleconomy.com (month-precision)),2023-09-29
Turkey,S&P,2023-11-30,B,15,Positive,outlook_change,countryeconomy.com,2023-11-30
Turkey,S&P,2024-05-03,B+,14,Positive,upgrade,countryeconomy.com,2024-05-03
Turkey,S&P,2024-11-01,BB-,13,Stable,upgrade,countryeconomy.com,2024-11-01
